fid,gid,PROVINCIA,DEPARTAMENTO,JUL2020_median,AGO2020_median,SEP2020_median,OCT2020_median,NOV2020_median,DIC2020_median,ENE2021_median,FEB2021_median,MAR2021_median,ABR2021_median,MAY2021_median,JUN2021_median,JUL2021_median,AGO2021_median,SEP2021_median,OCT2021_median,NOV2021_median,DIC2021_median,ENE2022_median,FEB2022_median,MAR2022_median,ABR2022_median,MAY2022_median,JUN2022_median,JUL2022_median,AGO2022_median,SEP2022_median,OCT2022_median,NOV2022_median,DIC2022_median,ENE2023_median,FEB2023_median,MAR2023_median,ABR2023_median,MAY2023_median,JUN2023_median,PROVINCIA
407,1526,Corrientes,Capital,4,4,4,5,6,6,5,4,2,1,1,2,3,3,3,3,2,2,4,7,8,6,4,2,1,0,0,1,2,4,6,8,8,6,4,3,Corrientes
408,1527,Córdoba,Tulumba,0,0,1,2,3,3,2,1,0,0,0,0,1,2,3,3,2,2,2,3,2,2,2,3,5,6,6,6,7,8,8,7,6,6,6,6,Córdoba
409,1528,Córdoba,Cruz del Eje,0,0,1,2,3,3,2,1,0,0,0,0,1,2,3,3,2,1,1,1,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Córdoba
410,1529,Córdoba,Punilla,3,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,4,5,6,6,6,6,6,5,4,3,3,3,3,Córdoba
411,1530,Córdoba,Santa María,4,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,5,6,6,6,7,8,9,7,5,3,3,3,3,Córdoba
412,1531,Córdoba,Minas,2,4,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,Córdoba
413,1532,Córdoba,San Alberto,3,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,5,6,6,6,6,6,6,5,4,3,3,3,3,Córdoba
414,1533,Córdoba,Río Segundo,3,4,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,4,5,6,6,7,8,9,8,7,6,6,6,6,Córdoba
415,1534,Córdoba,San Justo,0,1,2,3,4,4,3,1,0,0,0,0,0,0,0,1,1,2,2,3,2,1,1,2,4,5,6,7,8,9,9,9,8,7,5,4,Córdoba
416,1540,Córdoba,Río Seco,0,0,1,2,3,3,2,1,0,0,0,0,1,2,3,3,2,2,2,3,2,1,1,3,5,6,6,6,7,8,8,7,6,6,5,4,Córdoba
417,1541,Córdoba,Sobremonte,0,0,1,1,1,0,0,0,0,0,0,0,1,2,3,3,2,2,2,3,2,2,2,4,5,6,6,6,7,8,7,6,5,6,5,4,Córdoba
418,1542,Córdoba,Capital,3,4,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,4,5,6,6,7,8,9,7,5,3,3,3,3,Córdoba
419,1544,Córdoba,Colón,2,4,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,4,5,6,6,6,7,8,7,5,3,3,4,5,Córdoba
420,1545,Córdoba,Ischilín,0,0,1,2,3,3,2,1,0,0,0,0,1,2,3,3,2,2,1,1,0,1,2,3,3,3,3,4,5,6,5,4,3,3,3,3,Córdoba
421,1546,Córdoba,Totoral,0,1,2,3,3,3,2,1,0,0,0,0,0,0,1,2,2,2,2,3,2,2,2,4,5,6,6,6,7,8,8,7,6,6,6,6,Córdoba
422,1548,Córdoba,San Javier,3,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,6,6,6,7,7,7,5,4,3,3,2,1,Córdoba
423,1549,Córdoba,Río Primero,0,1,2,3,3,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,3,5,6,6,7,8,9,8,7,6,6,6,6,Córdoba
424,1551,Córdoba,Calamuchita,4,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,6,6,6,7,7,7,5,4,3,3,3,3,Córdoba
425,1552,Córdoba,Pocho,3,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,4,5,5,4,3,3,3,3,3,Córdoba
454,1150,Formosa,Bermejo,2,4,5,6,6,5,3,1,0,0,0,0,1,2,3,2,1,1,3,5,6,6,6,6,6,6,6,5,4,4,5,6,4,2,0,0,Formosa
456,1152,Formosa,Matacos,2,4,5,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,3,5,6,6,6,6,6,6,5,4,3,4,5,5,3,1,0,0,Formosa
479,1312,Formosa,Ramón Lista,2,4,5,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,3,5,6,6,6,6,6,6,5,4,3,3,4,4,3,1,0,0,Formosa
507,1432,La Pampa,Chical Co,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,0,0,0,0,0,1,La Pampa
508,1445,La Pampa,Chalileo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,2,1,0,0,La Pampa
509,1446,La Pampa,Puelén,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Pampa
